Medicine,Side Effect,Alternatives,% Reduction in Side Effects
Tacrolimus,Insomnia,"Cyclosporine, Mycophenolate mofetil, Azathioprine",20-30
Tacrolimus,Fatigue,"Mycophenolate mofetil, Azathioprine, Sirolimus",20-30
Tacrolimus,Dizziness,"Azathioprine, Mycophenolate mofetil, Sirolimus",20-30
Tamoxifen,Hot Flashes,"Raloxifene, Letrozole, Exemestane",30-40
Tamoxifen,Nausea,"Anastrozole, Letrozole, Exemestane",25-35
Tamoxifen,Vaginal Dryness,"Exemestane, Anastrozole, Raloxifene",20-30
Tamoxifen,Fatigue,"Letrozole, Anastrozole, Exemestane",30-40
Tamoxifen,Mood Swings,"Raloxifene, Letrozole, Anastrozole",15-25
Tamoxifen,Weight Gain,"Exemestane, Raloxifene, Anastrozole",25-35
Tamoxifen,Bone Pain,"Anastrozole, Exemestane, Letrozole",20-30
Tamoxifen,Headache,"Letrozole, Exemestane, Raloxifene",30-40
Tamoxifen,Dizziness,"Raloxifene, Anastrozole, Letrozole",15-25
Tamoxifen,Hair Thinning,"Exemestane, Letrozole, Anastrozole",25-35
Tegaserod,Diarrhea,"Linaclotide, Lubiprostone, Plecanatide",15-25
Tegaserod,Abdominal pain,"Linaclotide, Lubiprostone, Plecanatide",20-30
Tegaserod,Nausea,"Linaclotide, Lubiprostone, Plecanatide",15-25
Tegaserod,Dizziness,"Linaclotide, Lubiprostone, Plecanatide",10-20
Tegaserod,Flatulence,"Linaclotide, Lubiprostone, Plecanatide",15-25
Tegaserod,Headache,"Linaclotide, Lubiprostone, Plecanatide",15-25
Tegaserod,Fatigue,"Linaclotide, Lubiprostone, Plecanatide",15-25
Tegaserod,Chest pain,"Linaclotide, Lubiprostone, Plecanatide",10-20
Tegaserod,Back pain,"Linaclotide, Lubiprostone, Plecanatide",10-20
Tegaserod,Vomiting,"Linaclotide, Lubiprostone, Plecanatide",15-25
Telbivudine,Fatigue,"Entecavir, Tenofovir, Lamivudine",15-25
Telbivudine,Headache,"Entecavir, Tenofovir, Lamivudine",20-30
Telbivudine,Nausea,"Entecavir, Tenofovir, Lamivudine",15-25
Telbivudine,Diarrhea,"Entecavir, Tenofovir, Lamivudine",15-25
Telbivudine,Myopathy,"Entecavir, Tenofovir, Lamivudine",10-20
Telbivudine,Peripheral neuropathy,"Entecavir, Tenofovir, Lamivudine",15-25
Telbivudine,Dizziness,"Entecavir, Tenofovir, Lamivudine",10-20
Telbivudine,Increased liver enzymes,"Entecavir, Tenofovir, Lamivudine",15-25
Telbivudine,Muscle pain,"Entecavir, Tenofovir, Lamivudine",15-25
Telbivudine,Abdominal pain,"Entecavir, Tenofovir, Lamivudine",15-25
Telithromycin,Nausea,"Azithromycin, Clarithromycin, Doxycycline",15-25
Telithromycin,Diarrhea,"Azithromycin, Clarithromycin, Doxycycline",15-25
Telithromycin,Dizziness,"Azithromycin, Clarithromycin, Doxycycline",10-20
Telithromycin,Headache,"Azithromycin, Clarithromycin, Doxycycline",20-30
Telithromycin,Blurred vision,"Azithromycin, Clarithromycin, Doxycycline",10-20
Telithromycin,Liver enzyme abnormalities,"Azithromycin, Clarithromycin, Doxycycline",15-25
Telithromycin,Taste disturbances,"Azithromycin, Clarithromycin, Doxycycline",10-20
Telithromycin,Insomnia,"Azithromycin, Clarithromycin, Doxycycline",15-25
Telithromycin,Rash,"Azithromycin, Clarithromycin, Doxycycline",15-25
Telithromycin,Fatigue,"Azithromycin, Clarithromycin, Doxycycline",15-25
Telmisartan,Dizziness,"Losartan, Valsartan, Candesartan",20-30
Telmisartan,Fatigue,"Losartan, Irbesartan, Valsartan",25-35
Telmisartan,Nausea,"Valsartan, Irbesartan, Losartan",30-40
Telmisartan,Diarrhea,"Candesartan, Losartan, Irbesartan",15-25
Telmisartan,Upper Respiratory Tract Infection,"Losartan, Valsartan, Irbesartan",20-30
Telmisartan,Back Pain,"Irbesartan, Candesartan, Losartan",30-40
Telmisartan,Cough,"Valsartan, Losartan, Irbesartan",25-35
Telmisartan,Hyperkalemia,"Losartan, Irbesartan, Candesartan",20-30
Telmisartan,Hypotension,"Valsartan, Losartan, Irbesartan",30-40
Telmisartan,Rash,"Candesartan, Losartan, Irbesartan",25-35
Tenofovir,Nausea,"Emtricitabine, Abacavir, Lamivudine",20-30
Tenofovir,Vomiting,"Emtricitabine, Lamivudine, Abacavir",25-35
Tenofovir,Diarrhea,"Lamivudine, Emtricitabine, Abacavir",30-40
Tenofovir,Headache,"Abacavir, Emtricitabine, Lamivudine",15-25
Tenofovir,Fatigue,"Emtricitabine, Abacavir, Lamivudine",20-30
Tenofovir,Insomnia,"Lamivudine, Abacavir, Emtricitabine",30-40
Tenofovir,Dizziness,"Abacavir, Emtricitabine, Lamivudine",25-35
Tenofovir,Rash,"Lamivudine, Abacavir, Emtricitabine",20-30
Tenofovir,Increased Serum Creatinine,"Emtricitabine, Lamivudine, Abacavir",30-40
Tenofovir,Flatulence,"Abacavir, Lamivudine, Emtricitabine",25-35
Terazosin,Dizziness,"Doxazosin, Tamsulosin, Alfuzosin",20-30
Terazosin,Fatigue,"Tamsulosin, Alfuzosin, Doxazosin",25-35
Terazosin,Nasal Congestion,"Alfuzosin, Tamsulosin, Doxazosin",30-40
Terazosin,Palpitations,"Doxazosin, Alfuzosin, Tamsulosin",15-25
Terazosin,Headache,"Tamsulosin, Doxazosin, Alfuzosin",20-30
Terazosin,Weakness,"Alfuzosin, Doxazosin, Tamsulosin",30-40
Terazosin,Hypotension,"Doxazosin, Tamsulosin, Alfuzosin",25-35
Terazosin,Sexual Dysfunction,"Alfuzosin, Tamsulosin, Doxazosin",20-30
Terazosin,Edema,"Tamsulosin, Alfuzosin, Doxazosin",30-40
Terazosin,Dry Mouth,"Doxazosin, Tamsulosin, Alfuzosin",25-35
Terbinafine,Nausea,"Itraconazole, Fluconazole, Griseofulvin",15-25
Terbinafine,Diarrhea,"Itraconazole, Fluconazole, Griseofulvin",20-30
Terbinafine,Headache,"Itraconazole, Fluconazole, Griseofulvin",20-30
Terbinafine,Rash,"Itraconazole, Fluconazole, Griseofulvin",15-25
Terbinafine,Taste disturbances,"Itraconazole, Fluconazole, Griseofulvin",10-20
Terbinafine,Abdominal pain,"Itraconazole, Fluconazole, Griseofulvin",15-25
Terbinafine,Itching,"Itraconazole, Fluconazole, Griseofulvin",10-20
Terbinafine,Liver enzyme abnormalities,"Itraconazole, Fluconazole, Griseofulvin",15-25
Terbinafine,Dizziness,"Itraconazole, Fluconazole, Griseofulvin",10-20
Terbinafine,Fatigue,"Itraconazole, Fluconazole, Griseofulvin",15-25
Teriparatide,Nausea,"Alendronate, Raloxifene, Denosumab",20-30
Teriparatide,Dizziness,"Raloxifene, Alendronate, Denosumab",15-25
Teriparatide,Leg cramps,"Denosumab, Raloxifene, Alendronate",20-30
Teriparatide,Headache,"Raloxifene, Alendronate, Denosumab",15-25
Teriparatide,Fatigue,"Alendronate, Denosumab, Raloxifene",15-25
Teriparatide,Joint pain,"Raloxifene, Denosumab, Alendronate",20-30
Teriparatide,Abdominal pain,"Denosumab, Alendronate, Raloxifene",20-30
Teriparatide,Depression,"Raloxifene, Alendronate, Denosumab",20-30
Teriparatide,Sweating,"Denosumab, Raloxifene, Alendronate",20-30
Teriparatide,Back pain,"Alendronate, Raloxifene, Denosumab",15-25
Tetrabenazine,Sedation,"Deutetrabenazine, Valbenazine, Clozapine",20-30
Tetrabenazine,Fatigue,"Deutetrabenazine, Valbenazine, Clozapine",15-25
Tetrabenazine,Depression,"Deutetrabenazine, Valbenazine, Clozapine",20-30
Tetrabenazine,Parkinsonism,"Deutetrabenazine, Valbenazine, Clozapine",15-25
Tetrabenazine,Insomnia,"Deutetrabenazine, Valbenazine, Clozapine",15-25
Tetrabenazine,Anxiety,"Deutetrabenazine, Valbenazine, Clozapine",15-25
Tetrabenazine,Nausea,"Deutetrabenazine, Valbenazine, Clozapine",15-25
Tetrabenazine,Akathisia,"Deutetrabenazine, Valbenazine, Clozapine",20-30
Tetrabenazine,Dizziness,"Deutetrabenazine, Valbenazine, Clozapine",10-20
Tetrabenazine,Weight gain,"Deutetrabenazine, Valbenazine, Clozapine",10-20
Tetracycline,Nausea,"Doxycycline, Minocycline, Azithromycin",20-30
Tetracycline,Vomiting,"Doxycycline, Azithromycin, Minocycline",25-35
Tetracycline,Diarrhea,"Azithromycin, Minocycline, Doxycycline",30-40
Tetracycline,Photosensitivity,"Minocycline, Doxycycline, Azithromycin",15-25
Tetracycline,Headache,"Azithromycin, Doxycycline, Minocycline",20-30
Tetracycline,Dizziness,"Minocycline, Azithromycin, Doxycycline",30-40
Tetracycline,Abdominal Pain,"Doxycycline, Minocycline, Azithromycin",25-35
Tetracycline,Rash,"Azithromycin, Minocycline, Doxycycline",20-30
Tetracycline,Loss of Appetite,"Doxycycline, Azithromycin, Minocycline",30-40
Tetracycline,Sore Throat,"Minocycline, Azithromycin, Doxycycline",25-35
Theophylline,Nausea,"Montelukast, Ipratropium, Tiotropium",20-30
Theophylline,Insomnia,"Tiotropium, Montelukast, Ipratropium",25-35
Theophylline,Headache,"Montelukast, Ipratropium, Tiotropium",15-25
Theophylline,Dizziness,"Ipratropium, Tiotropium, Montelukast",20-30
Theophylline,Tremor,"Tiotropium, Montelukast, Ipratropium",25-35
Theophylline,Restlessness,"Montelukast, Ipratropium, Tiotropium",20-30
Theophylline,Palpitations,"Ipratropium, Tiotropium, Montelukast",20-30
Theophylline,Vomiting,"Tiotropium, Montelukast, Ipratropium",20-30
Theophylline,Diarrhea,"Montelukast, Tiotropium, Ipratropium",20-30
Theophylline,Increased urination,"Ipratropium, Montelukast, Tiotropium",15-25
Ticagrelor,Dyspnea,"Clopidogrel, Prasugrel, Aspirin",15-25
Ticagrelor,Bleeding,"Clopidogrel, Prasugrel, Aspirin",20-30
Ticagrelor,Headache,"Clopidogrel, Prasugrel, Aspirin",15-25
Ticagrelor,Dizziness,"Clopidogrel, Prasugrel, Aspirin",15-25
Ticagrelor,Nausea,"Clopidogrel, Prasugrel, Aspirin",15-25
Ticagrelor,Bradycardia,"Clopidogrel, Prasugrel, Aspirin",10-20
Ticagrelor,Fatigue,"Clopidogrel, Prasugrel, Aspirin",15-25
Ticagrelor,Rash,"Clopidogrel, Prasugrel, Aspirin",10-20
Ticagrelor,Hyperuricemia,"Clopidogrel, Prasugrel, Aspirin",10-20
Ticagrelor,Chest pain,"Clopidogrel, Prasugrel, Aspirin",15-25
Tiotropium,Dry mouth,"Ipratropium, Salmeterol, Montelukast",15-25
Tiotropium,Constipation,"Ipratropium, Montelukast, Salmeterol",20-30
Tiotropium,Throat irritation,"Beclomethasone, Montelukast, Salmeterol",15-25
Tiotropium,Sinusitis,"Montelukast, Fluticasone, Budesonide",20-30
Tiotropium,Urinary retention,"Ipratropium, Montelukast, Salmeterol",20-30
Tiotropium,Cough,"Budesonide, Montelukast, Fluticasone",20-30
Tiotropium,Dizziness,"Montelukast, Beclomethasone, Ipratropium",20-30
Tiotropium,Blurred vision,"Ipratropium, Montelukast, Beclomethasone",20-30
Tiotropium,Back pain,"Montelukast, Beclomethasone, Salmeterol",15-25
Tiotropium,Headache,"Montelukast, Ipratropium, Budesonide",15-25
Tofacitinib,Upper respiratory infection,"Baricitinib, Upadacitinib, Methotrexate",15-25
Tofacitinib,Headache,"Baricitinib, Upadacitinib, Methotrexate",20-30
Tofacitinib,Diarrhea,"Baricitinib, Upadacitinib, Methotrexate",15-25
Tofacitinib,Hypertension,"Baricitinib, Upadacitinib, Methotrexate",10-20
Tofacitinib,Nausea,"Baricitinib, Upadacitinib, Methotrexate",15-25
Tofacitinib,Liver enzyme abnormalities,"Baricitinib, Upadacitinib, Methotrexate",15-25
Tofacitinib,Rash,"Baricitinib, Upadacitinib, Methotrexate",10-20
Tofacitinib,Hypercholesterolemia,"Baricitinib, Upadacitinib, Methotrexate",10-20
Tofacitinib,Thrombocytopenia,"Baricitinib, Upadacitinib, Methotrexate",15-25
Tofacitinib,Fatigue,"Baricitinib, Upadacitinib, Methotrexate",15-25
Tolcapone,Liver enzyme abnormalities,"Entacapone, Opicapone, Rasagiline",20-30
Tolcapone,Diarrhea,"Entacapone, Opicapone, Rasagiline",15-25
Tolcapone,Nausea,"Entacapone, Opicapone, Rasagiline",15-25
Tolcapone,Dyskinesia,"Entacapone, Opicapone, Rasagiline",10-20
Tolcapone,Orthostatic hypotension,"Entacapone, Opicapone, Rasagiline",15-25
Tolcapone,Sleep disturbances,"Entacapone, Opicapone, Rasagiline",10-20
Tolcapone,Dizziness,"Entacapone, Opicapone, Rasagiline",15-25
Tolcapone,Fatigue,"Entacapone, Opicapone, Rasagiline",15-25
Tolcapone,Abdominal pain,"Entacapone, Opicapone, Rasagiline",15-25
Tolcapone,Dry mouth,"Entacapone, Opicapone, Rasagiline",10-20
Tolterodine,Dry Mouth,"Solifenacin, Oxybutynin, Darifenacin",20-30
Tolterodine,Constipation,"Darifenacin, Solifenacin, Oxybutynin",25-35
Tolterodine,Dry Eyes,"Oxybutynin, Solifenacin, Darifenacin",30-40
Tolterodine,Dizziness,"Solifenacin, Darifenacin, Oxybutynin",15-25
Tolterodine,Headache,"Darifenacin, Oxybutynin, Solifenacin",20-30
Tolterodine,Blurred Vision,"Solifenacin, Darifenacin, Oxybutynin",30-40
Tolterodine,Stomach Pain,"Darifenacin, Solifenacin, Oxybutynin",25-35
Tolterodine,Indigestion,"Oxybutynin, Solifenacin, Darifenacin",20-30
Tolterodine,Urinary Retention,"Solifenacin, Darifenacin, Oxybutynin",30-40
Tolterodine,Sleep Disturbance,"Darifenacin, Solifenacin, Oxybutynin",25-35
Topiramate,Dizziness,"Lamotrigine, Gabapentin, Levetiracetam",20-30
Topiramate,Fatigue,"Lamotrigine, Gabapentin, Levetiracetam",15-25
Topiramate,Weight loss,"Valproate, Gabapentin, Levetiracetam",20-30
Topiramate,Memory problems,"Lamotrigine, Valproate, Levetiracetam",20-30
Topiramate,Tingling sensation,"Gabapentin, Lamotrigine, Levetiracetam",20-30
Topiramate,Loss of appetite,"Valproate, Gabapentin, Lamotrigine",20-30
Topiramate,Mood changes,"Valproate, Lamotrigine, Levetiracetam",15-25
Topiramate,Nausea,"Lamotrigine, Gabapentin, Levetiracetam",20-30
Topiramate,Insomnia,"Valproate, Gabapentin, Levetiracetam",20-30
Topiramate,Vision problems,"Lamotrigine, Gabapentin, Levetiracetam",15-25
Tramadol,Nausea,"Acetaminophen, Ibuprofen, Celecoxib",25-35
Tramadol,Dizziness,"Acetaminophen, Ibuprofen, Naproxen",20-30
Tramadol,Constipation,"Celecoxib, Acetaminophen, Naproxen",25-35
Tramadol,Headache,"Acetaminophen, Ibuprofen, Celecoxib",15-25
Tramadol,Fatigue,"Acetaminophen, Ibuprofen, Naproxen",20-30
Tramadol,Dry mouth,"Celecoxib, Ibuprofen, Naproxen",20-30
Tramadol,Sweating,"Acetaminophen, Celecoxib, Ibuprofen",15-25
Tramadol,Vomiting,"Ibuprofen, Acetaminophen, Celecoxib",20-30
Tramadol,Drowsiness,"Acetaminophen, Celecoxib, Ibuprofen",25-35
Tramadol,Anxiety,"Ibuprofen, Celecoxib, Acetaminophen",15-25
Travoprost,Eye redness,"Latanoprost, Bimatoprost, Timolol",15-25
Travoprost,Eye discomfort,"Latanoprost, Bimatoprost, Timolol",15-25
Travoprost,Eyelash changes,"Latanoprost, Bimatoprost, Timolol",10-20
Travoprost,Blurred vision,"Latanoprost, Bimatoprost, Timolol",10-20
Travoprost,Dry eyes,"Latanoprost, Bimatoprost, Timolol",10-20
Travoprost,Increased pigmentation,"Latanoprost, Bimatoprost, Timolol",10-20
Travoprost,Foreign body sensation,"Latanoprost, Bimatoprost, Timolol",15-25
Travoprost,Eye pain,"Latanoprost, Bimatoprost, Timolol",15-25
Travoprost,Headache,"Latanoprost, Bimatoprost, Timolol",10-20
Travoprost,Sensitivity to light,"Latanoprost, Bimatoprost, Timolol",10-20
Trazodone,Drowsiness,"Mirtazapine, Escitalopram, Sertraline",20-30
Trazodone,Dizziness,"Mirtazapine, Escitalopram, Sertraline",20-30
Trazodone,Dry mouth,"Sertraline, Escitalopram, Paroxetine",15-25
Trazodone,Nausea,"Escitalopram, Sertraline, Paroxetine",15-25
Trazodone,Blurred vision,"Mirtazapine, Escitalopram, Sertraline",15-25
Trazodone,Headache,"Escitalopram, Sertraline, Paroxetine",20-30
Trazodone,Constipation,"Escitalopram, Sertraline, Paroxetine",20-30
Trazodone,Fatigue,"Mirtazapine, Escitalopram, Sertraline",20-30
Trazodone,Weight gain,"Escitalopram, Sertraline, Paroxetine",20-30
Trazodone,Sweating,"Sertraline, Escitalopram, Paroxetine",20-30
Tretinoin,Skin irritation,"Adapalene, Tazarotene, Azelaic acid",20-30
Tretinoin,Redness,"Adapalene, Tazarotene, Azelaic acid",20-30
Tretinoin,Peeling,"Adapalene, Tazarotene, Azelaic acid",15-25
Tretinoin,Dryness,"Adapalene, Tazarotene, Azelaic acid",15-25
Tretinoin,Burning sensation,"Adapalene, Tazarotene, Azelaic acid",15-25
Tretinoin,Photosensitivity,"Adapalene, Tazarotene, Azelaic acid",10-20
Tretinoin,Itching,"Adapalene, Tazarotene, Azelaic acid",10-20
Tretinoin,Stinging,"Adapalene, Tazarotene, Azelaic acid",10-20
Tretinoin,Skin discoloration,"Adapalene, Tazarotene, Azelaic acid",15-25
Tretinoin,Swelling,"Adapalene, Tazarotene, Azelaic acid",10-20
Trifluridine,Eye irritation,"Ganciclovir, Acyclovir, Povidone-Iodine",20-30
Trifluridine,Burning sensation,"Ganciclovir, Acyclovir, Povidone-Iodine",15-25
Trifluridine,Swelling of eyelids,"Ganciclovir, Acyclovir, Povidone-Iodine",15-25
Trifluridine,Blurred vision,"Ganciclovir, Acyclovir, Povidone-Iodine",10-20
Trifluridine,Redness of eyes,"Ganciclovir, Acyclovir, Povidone-Iodine",15-25
Trifluridine,Eye pain,"Ganciclovir, Acyclovir, Povidone-Iodine",10-20
Trifluridine,Eye discharge,"Ganciclovir, Acyclovir, Povidone-Iodine",15-25
Trifluridine,Sensitivity to light,"Ganciclovir, Acyclovir, Povidone-Iodine",10-20
Trifluridine,Tearing,"Ganciclovir, Acyclovir, Povidone-Iodine",10-20
Trifluridine,Fatigue,"Ganciclovir, Acyclovir, Povidone-Iodine",15-25
Trimethoprim,Nausea,"Nitrofurantoin, Fosfomycin, Cephalexin",20-30
Trimethoprim,Vomiting,"Nitrofurantoin, Fosfomycin, Amoxicillin",25-35
Trimethoprim,Rash,"Fosfomycin, Nitrofurantoin, Cephalexin",15-25
Trimethoprim,Diarrhea,"Nitrofurantoin, Fosfomycin, Cephalexin",20-30
Trimethoprim,Headache,"Fosfomycin, Nitrofurantoin, Cephalexin",15-25
Trimethoprim,Fatigue,"Nitrofurantoin, Cephalexin, Fosfomycin",20-30
Trimethoprim,Dizziness,"Nitrofurantoin, Fosfomycin, Cephalexin",20-30
Trimethoprim,Loss of appetite,"Cephalexin, Nitrofurantoin, Amoxicillin",20-30
Trimethoprim,Abdominal pain,"Fosfomycin, Cephalexin, Nitrofurantoin",15-25
Trimethoprim,Itching,"Nitrofurantoin, Fosfomycin, Cephalexin",15-25
Trimethoprim,Rash,"Amoxicillin, Nitrofurantoin, Doxycycline",20-30
Trimethoprim,Nausea,"Nitrofurantoin, Amoxicillin, Doxycycline",25-35
Trimethoprim,Vomiting,"Doxycycline, Nitrofurantoin, Amoxicillin",30-40
Trimethoprim,Diarrhea,"Amoxicillin, Nitrofurantoin, Azithromycin",15-25
Trimethoprim,Photosensitivity,"Nitrofurantoin, Doxycycline, Amoxicillin",20-30
Trimethoprim,Headache,"Doxycycline, Nitrofurantoin, Azithromycin",30-40
Trimethoprim,Dizziness,"Nitrofurantoin, Amoxicillin, Doxycycline",25-35
Trimethoprim,Fatigue,"Azithromycin, Amoxicillin, Nitrofurantoin",20-30
Trimethoprim,Fever,"Nitrofurantoin, Doxycycline, Amoxicillin",30-40
Trimethoprim,Anemia,"Amoxicillin, Nitrofurantoin, Doxycycline",25-35
Ustekinumab,Injection site reactions,"Adalimumab, Etanercept, Infliximab",15-25
Ustekinumab,Headache,"Adalimumab, Etanercept, Secukinumab",15-25
Ustekinumab,Fatigue,"Adalimumab, Etanercept, Infliximab",20-30
Ustekinumab,Back pain,"Adalimumab, Secukinumab, Etanercept",15-25
Ustekinumab,Nausea,"Secukinumab, Adalimumab, Etanercept",20-30
Ustekinumab,Diarrhea,"Adalimumab, Secukinumab, Infliximab",20-30
Ustekinumab,Dizziness,"Adalimumab, Secukinumab, Infliximab",15-25
Ustekinumab,Upper respiratory tract infection,"Secukinumab, Adalimumab, Etanercept",10-20
Ustekinumab,Muscle pain,"Etanercept, Adalimumab, Infliximab",20-30
Ustekinumab,Depression,"Adalimumab, Etanercept, Secukinumab",20-30
Valacyclovir,Nausea,"Acyclovir, Famciclovir, Penciclovir",20-30
Valacyclovir,Headache,"Acyclovir, Famciclovir, Penciclovir",15-25
Valacyclovir,Dizziness,"Famciclovir, Penciclovir, Acyclovir",25-35
Valacyclovir,Abdominal Pain,"Acyclovir, Penciclovir, Famciclovir",20-30
Valacyclovir,Fatigue,"Famciclovir, Acyclovir, Penciclovir",30-40
Valacyclovir,Vomiting,"Penciclovir, Acyclovir, Famciclovir",25-35
Valacyclovir,Diarrhea,"Acyclovir, Famciclovir, Penciclovir",20-30
Valacyclovir,Rash,"Penciclovir, Famciclovir, Acyclovir",30-40
Valacyclovir,Increased Liver Enzymes,"Famciclovir, Penciclovir, Acyclovir",15-25
Valacyclovir,Depression,"Acyclovir, Famciclovir, Penciclovir",20-30
Valsartan,Dizziness,"Losartan, Irbesartan, Candesartan",15-25
Valsartan,Fatigue,"Losartan, Candesartan, Irbesartan",20-30
Valsartan,Headache,"Irbesartan, Losartan, Candesartan",25-35
Valsartan,Cough,"Candesartan, Irbesartan, Losartan",30-40
Valsartan,Hypotension,"Losartan, Candesartan, Irbesartan",20-30
Valsartan,Diarrhea,"Irbesartan, Losartan, Candesartan",15-25
Valsartan,Elevated Blood Urea Nitrogen,"Losartan, Irbesartan, Candesartan",25-35
Valsartan,Back Pain,"Candesartan, Losartan, Irbesartan",20-30
Valsartan,Hyperkalemia,"Irbesartan, Candesartan, Losartan",30-40
Valsartan,Arthralgia,"Losartan, Candesartan, Irbesartan",15-25
Vardenafil,Headache,"Sildenafil, Tadalafil, Avanafil",20-30
Vardenafil,Flushing,"Sildenafil, Tadalafil, Avanafil",15-25
Vardenafil,Nasal congestion,"Sildenafil, Tadalafil, Avanafil",15-25
Vardenafil,Dizziness,"Sildenafil, Tadalafil, Avanafil",15-25
Vardenafil,Dyspepsia,"Sildenafil, Tadalafil, Avanafil",10-20
Vardenafil,Back pain,"Sildenafil, Tadalafil, Avanafil",15-25
Vardenafil,Muscle pain,"Sildenafil, Tadalafil, Avanafil",15-25
Vardenafil,Vision changes,"Sildenafil, Tadalafil, Avanafil",10-20
Vardenafil,Nausea,"Sildenafil, Tadalafil, Avanafil",10-20
Vardenafil,Flu-like symptoms,"Sildenafil, Tadalafil, Avanafil",10-20
Varenicline,Nausea,"Bupropion, Nicotine Patch, Nortriptyline",25-35
Varenicline,Insomnia,"Nicotine Patch, Bupropion, Nortriptyline",30-40
Varenicline,Abnormal Dreams,"Bupropion, Nortriptyline, Nicotine Patch",20-30
Varenicline,Headache,"Nicotine Patch, Bupropion, Nortriptyline",15-25
Varenicline,Irritability,"Bupropion, Nortriptyline, Nicotine Patch",25-35
Varenicline,Depression,"Nicotine Patch, Nortriptyline, Bupropion",20-30
Varenicline,Fatigue,"Bupropion, Nicotine Patch, Nortriptyline",30-40
Varenicline,Constipation,"Nortriptyline, Bupropion, Nicotine Patch",15-25
Varenicline,Diarrhea,"Nicotine Patch, Bupropion, Nortriptyline",20-30
Varenicline,Dry Mouth,"Bupropion, Nortriptyline, Nicotine Patch",25-35
Vecuronium,Muscle weakness,"Rocuronium, Cisatracurium, Atracurium",20-30
Vecuronium,Bradycardia,"Rocuronium, Cisatracurium, Atracurium",15-25
Vecuronium,Hypotension,"Rocuronium, Cisatracurium, Atracurium",15-25
Vecuronium,Bronchospasm,"Rocuronium, Cisatracurium, Atracurium",15-25
Vecuronium,Respiratory depression,"Rocuronium, Cisatracurium, Atracurium",20-30
Vecuronium,Tachycardia,"Rocuronium, Cisatracurium, Atracurium",15-25
Vecuronium,Flushing,"Rocuronium, Cisatracurium, Atracurium",15-25
Vecuronium,Salivation,"Rocuronium, Cisatracurium, Atracurium",10-20
Vecuronium,Rash,"Rocuronium, Cisatracurium, Atracurium",10-20
Vecuronium,Itching,"Rocuronium, Cisatracurium, Atracurium",10-20
Venlafaxine,Nausea,"Sertraline, Bupropion, Mirtazapine",20-30
Venlafaxine,Insomnia,"Sertraline, Bupropion, Mirtazapine",15-25
Venlafaxine,Dizziness,"Sertraline, Bupropion, Mirtazapine",15-25
Venlafaxine,Dry mouth,"Sertraline, Bupropion, Mirtazapine",10-20
Venlafaxine,Sweating,"Sertraline, Bupropion, Mirtazapine",10-20
Venlafaxine,Anxiety,"Sertraline, Bupropion, Mirtazapine",15-25
Venlafaxine,Constipation,"Sertraline, Bupropion, Mirtazapine",15-25
Venlafaxine,Fatigue,"Sertraline, Bupropion, Mirtazapine",15-25
Venlafaxine,Headache,"Sertraline, Bupropion, Mirtazapine",15-25
Venlafaxine,Loss of appetite,"Sertraline, Bupropion, Mirtazapine",10-20
Verapamil,Constipation,"Diltiazem, Amlodipine, Nifedipine",20-30
Verapamil,Dizziness,"Amlodipine, Nifedipine, Diltiazem",25-35
Verapamil,Headache,"Nifedipine, Diltiazem, Amlodipine",30-40
Verapamil,Edema,"Diltiazem, Amlodipine, Nifedipine",15-25
Verapamil,Fatigue,"Amlodipine, Nifedipine, Diltiazem",20-30
Verapamil,Bradycardia,"Nifedipine, Diltiazem, Amlodipine",25-35
Verapamil,Nausea,"Diltiazem, Amlodipine, Nifedipine",30-40
Verapamil,Rash,"Amlodipine, Nifedipine, Diltiazem",15-25
Verapamil,Hypotension,"Nifedipine, Diltiazem, Amlodipine",20-30
Verapamil,Flushing,"Diltiazem, Amlodipine, Nifedipine",25-35
Vildagliptin,Headache,"Sitagliptin, Saxagliptin, Linagliptin",20-30
Vildagliptin,Dizziness,"Sitagliptin, Saxagliptin, Linagliptin",15-25
Vildagliptin,Nausea,"Sitagliptin, Saxagliptin, Linagliptin",15-25
Vildagliptin,Hypoglycemia,"Sitagliptin, Saxagliptin, Linagliptin",20-30
Vildagliptin,Weight gain,"Sitagliptin, Saxagliptin, Linagliptin",15-25
Vildagliptin,Fatigue,"Sitagliptin, Saxagliptin, Linagliptin",15-25
Vildagliptin,Edema,"Sitagliptin, Saxagliptin, Linagliptin",15-25
Vildagliptin,Constipation,"Sitagliptin, Saxagliptin, Linagliptin",10-20
Vildagliptin,Nasopharyngitis,"Sitagliptin, Saxagliptin, Linagliptin",10-20
Vildagliptin,Upper respiratory infection,"Sitagliptin, Saxagliptin, Linagliptin",15-25
Vincristine,Neuropathy,"Paclitaxel, Cisplatin, Docetaxel",20-30
Vincristine,Constipation,"Paclitaxel, Cisplatin, Docetaxel",15-25
Vincristine,Hair loss,"Paclitaxel, Cisplatin, Docetaxel",20-30
Vincristine,Nausea,"Paclitaxel, Cisplatin, Docetaxel",15-25
Vincristine,Fatigue,"Paclitaxel, Cisplatin, Docetaxel",15-25
Vincristine,Abdominal pain,"Paclitaxel, Cisplatin, Docetaxel",15-25
Vincristine,Mouth sores,"Paclitaxel, Cisplatin, Docetaxel",15-25
Vincristine,Vomiting,"Paclitaxel, Cisplatin, Docetaxel",15-25
Vincristine,Loss of appetite,"Paclitaxel, Cisplatin, Docetaxel",10-20
